id,generation,name,types,supertype,subtypes,hp,evolvesTo,rarity,attack_name,AVG_damage,gerarchic
ecard2-28,Second,Porygon2,['Colorless'],Pokémon,['Stage 1'],70.0,['Porygon-Z'],Rare,Hypnotic Ray,20.0,
ecard2-29,Second,Primeape,['Fighting'],Pokémon,['Stage 1'],80.0,,Rare,Karate Chop|Sudden Charge,40.0,
ecard2-30,Second,Quagsire,['Water'],Pokémon,['Stage 1'],80.0,,Rare,Water Gun|Slam,31.73951305368143,
ecard2-31,Second,Rapidash,['Fire'],Pokémon,['Stage 1'],70.0,,Rare,Agility|Gallop,10.0,
ecard2-32,Second,Scizor,['Metal'],Pokémon,['Stage 1'],80.0,,Rare,Snatch|Heavy Metal,20.0,
ecard2-33,Second,Slowbro,['Water'],Pokémon,['Stage 1'],80.0,,Rare,Energy Cannon,31.73951305368143,
ecard2-34,Second,Slowking,['Psychic'],Pokémon,['Stage 1'],80.0,,Rare,Bursting Hand|Shuffle Attack,40.0,
ecard2-35,Second,Steelix,['Metal'],Pokémon,['Stage 1'],100.0,,Rare,Earth Rift|Iron Smash,10.0,
ecard2-36,Second,Sudowoodo,['Fighting'],Pokémon,['Basic'],60.0,,Rare,Copy|Energy Draw,31.73951305368143,Sudowoodo
ecard2-37,Second,Suicune,['Water'],Pokémon,['Basic'],70.0,,Rare,Hypno Wave,31.73951305368143,Suicune
ecard2-38,Second,Tentacruel,['Water'],Pokémon,['Stage 1'],70.0,,Rare,Poison Sting,20.0,
ecard2-39,Second,Togetic,['Colorless'],Pokémon,['Stage 1'],60.0,['Togekiss'],Rare,Mini-Metronome,31.73951305368143,
ecard2-40,Second,Tyranitar,['Darkness'],Pokémon,['Stage 2'],120.0,,Rare,Destructive Roar|Tail Slap|Gigacrush,45.0,
ecard2-41,Second,Umbreon,['Darkness'],Pokémon,['Stage 1'],80.0,,Rare,Shadow Bind,30.0,
ecard2-42,Second,Victreebel,['Grass'],Pokémon,['Stage 2'],90.0,,Rare,Corrosive Acid,40.0,
ecard2-43,Second,Vileplume,['Grass'],Pokémon,['Stage 2'],100.0,,Rare,Poison Scent|Addictive Pollen,40.0,
ecard2-44,Second,Zapdos,['Lightning'],Pokémon,['Basic'],80.0,,Rare,Plasma|Lightning Storm,35.0,Zapdos
ecard2-45,Second,Bellsprout,['Grass'],Pokémon,['Basic'],50.0,['Weepinbell'],Uncommon,Blot,20.0,"Bellsprout, Weepinbell, Victreebel"
ecard2-46,Second,Dodrio,['Colorless'],Pokémon,['Stage 1'],70.0,,Uncommon,Tri Attack|Peck Attack,31.73951305368143,
ecard2-47,Second,Flaaffy,['Lightning'],Pokémon,['Stage 1'],80.0,['Ampharos'],Uncommon,Thundershock|Spark,20.0,
ecard2-48,Second,Furret,['Colorless'],Pokémon,['Stage 1'],70.0,,Uncommon,Spinning Attack,30.0,
ecard2-49,Second,Gloom,['Grass'],Pokémon,['Stage 1'],70.0,"['Vileplume', 'Bellossom']",Uncommon,Sleep Sap,20.0,
ecard2-50,Second,Golduck,['Water'],Pokémon,['Stage 1'],70.0,,Uncommon,Slash|Distortion Beam,25.0,
ecard2-51,Second,Growlithe,['Fire'],Pokémon,['Basic'],60.0,['Arcanine'],Uncommon,Ember,30.0,"Growlithe, Arcanine"
ecard2-52,Second,Magnemite,['Metal'],Pokémon,['Basic'],40.0,['Magneton'],Uncommon,Attract|Tackle,20.0,"Magnemite, Magneton, Magnezone"
ecard2-53,Second,Marill,['Water'],Pokémon,['Basic'],50.0,['Azumarill'],Uncommon,Headbutt|Sleepy Ball,10.0,"Marill, Azumarill"
ecard2-54,Second,Marowak,['Fighting'],Pokémon,['Stage 1'],70.0,,Uncommon,Triple Bone|Bone Rush,31.73951305368143,
ecard2-55,Second,Nidorino,['Grass'],Pokémon,['Stage 1'],70.0,['Nidoking'],Uncommon,Poison Horn|Take Down,25.0,
ecard2-56,Second,Pupitar,['Fighting'],Pokémon,['Stage 1'],80.0,['Tyranitar'],Uncommon,Thrash,31.73951305368143,
ecard2-57,Second,Scyther,['Grass'],Pokémon,['Basic'],60.0,['Scizor'],Uncommon,Quick Turn|Cross-Cut,31.73951305368143,"Scyther, Scizor, Kleavor"
ecard2-58,Second,Seadra,['Water'],Pokémon,['Stage 1'],70.0,['Kingdra'],Uncommon,Wave Splash|Water Bullet,20.0,
ecard2-59,Second,Seaking,['Water'],Pokémon,['Stage 1'],70.0,,Uncommon,Flail|Undulate,30.0,
ecard2-60,Second,Skiploom,['Grass'],Pokémon,['Stage 1'],60.0,['Jumpluff'],Uncommon,Break Powder,31.73951305368143,
ecard2-62,Second,Spinarak,['Grass'],Pokémon,['Basic'],50.0,['Ariados'],Uncommon,Gnaw|Gooey Thread,15.0,"Spinarak, Ariados"
ecard2-64,Second,Voltorb,['Lightning'],Pokémon,['Basic'],50.0,['Electrode'],Uncommon,Rollout|Thundershock,15.0,"Voltorb, Electrode"
ecard2-65,Second,Weepinbell,['Grass'],Pokémon,['Stage 1'],70.0,['Victreebel'],Uncommon,Growth|Double Razor Leaf,31.73951305368143,
ecard2-66,Second,Wooper,['Water'],Pokémon,['Basic'],50.0,['Quagsire'],Uncommon,Tail Whap|Deep Dive,10.0,"Wooper, Quagsire"
ecard2-67,Second,Aipom,['Colorless'],Pokémon,['Basic'],50.0,['Ambipom'],Common,Stretch Tail|Skedaddle,20.0,"Aipom, Ambipom"
ecard2-68,Second,Bellsprout,['Grass'],Pokémon,['Basic'],40.0,['Weepinbell'],Common,Poison Vine|Sharp Leaf,31.73951305368143,"Bellsprout, Weepinbell, Victreebel"
ecard2-69,Second,Chansey,['Colorless'],Pokémon,['Basic'],100.0,['Blissey'],Common,Rollout|Double-edge,25.0,"Chansey, Blissey"
ecard2-70,Second,Chinchou,['Water'],Pokémon,['Basic'],50.0,['Lanturn'],Common,Float|Headbutt,20.0,"Chinchou, Lanturn"
ecard2-71,Second,Chinchou,['Lightning'],Pokémon,['Basic'],50.0,['Lanturn'],Common,Jolt|Confuse Ray,10.0,"Chinchou, Lanturn"
ecard2-72,Second,Cubone,['Fighting'],Pokémon,['Basic'],40.0,['Marowak'],Common,Teary Eyes|Tackle,10.0,"Cubone, Marowak"
ecard2-73,Second,Doduo,['Colorless'],Pokémon,['Basic'],40.0,['Dodrio'],Common,Super Speed|Rear Kick,20.0,"Doduo, Dodrio"
ecard2-74,Second,Drowzee,['Psychic'],Pokémon,['Basic'],50.0,['Hypno'],Common,Sleep Inducer|Tackle,20.0,"Drowzee, Hypno"
ecard2-75,Second,Eevee,['Colorless'],Pokémon,['Basic'],50.0,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",Common,Charge Up|Lunge,20.0,"Eevee, Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon"
ecard2-76,Second,Exeggcute,['Grass'],Pokémon,['Basic'],40.0,['Exeggutor'],Common,Growth Spurt|Sleep Powder,10.0,"Exeggcute, Exeggutor"
ecard2-77,Second,Exeggcute,['Psychic'],Pokémon,['Basic'],50.0,['Exeggutor'],Common,Continuous Eggsplosion|Energy Support,31.73951305368143,"Exeggcute, Exeggutor"
ecard2-78,Second,Goldeen,['Water'],Pokémon,['Basic'],40.0,['Seaking'],Common,Knock Away,31.73951305368143,"Goldeen, Seaking"
ecard2-79,Second,Grimer,['Grass'],Pokémon,['Basic'],50.0,['Muk'],Common,Poison Sludge,31.73951305368143,"Grimer, Muk"
ecard2-80,Second,Growlithe,['Fire'],Pokémon,['Basic'],50.0,['Arcanine'],Common,Roar|Firebreathing,31.73951305368143,"Growlithe, Arcanine"
ecard2-81,Second,Hitmonchan,['Fighting'],Pokémon,['Basic'],60.0,,Common,Rush|Smash Punch,50.0,Hitmonchan
ecard2-82,Second,Hitmontop,['Fighting'],Pokémon,['Basic'],60.0,,Common,Double Kick|Triple Spin,31.73951305368143,Hitmontop
ecard2-83,Second,Hoppip,['Grass'],Pokémon,['Basic'],40.0,['Skiploom'],Common,Careless Tackle,20.0,"Hoppip, Skiploom, Jumpluff"
ecard2-84,Second,Horsea,['Water'],Pokémon,['Basic'],40.0,['Seadra'],Common,Bubble,10.0,"Horsea, Seadra, Kingdra"
ecard2-85,Second,Horsea,['Water'],Pokémon,['Basic'],50.0,['Seadra'],Common,Reverse Thrust,20.0,"Horsea, Seadra, Kingdra"
ecard2-86,Second,Houndour,['Fire'],Pokémon,['Basic'],50.0,['Houndoom'],Common,Singe|Flare,20.0,"Houndour, Houndoom"
ecard2-87,Second,Houndour,['Darkness'],Pokémon,['Basic'],50.0,['Houndoom'],Common,Feint Attack,31.73951305368143,"Houndour, Houndoom"
ecard2-88,Second,Kangaskhan,['Colorless'],Pokémon,['Basic'],70.0,,Common,Baby Outing|Mega Punch,30.0,Kangaskhan
ecard2-89,Second,Larvitar,['Fighting'],Pokémon,['Basic'],40.0,['Pupitar'],Common,Mountain Eater|Rising Lunge,31.73951305368143,"Larvitar, Pupitar, Tyranitar"
ecard2-90,Second,Lickitung,['Colorless'],Pokémon,['Basic'],80.0,['Lickilicky'],Common,Long Tongue|Body Slam,20.0,"Lickitung, Lickilicky"
ecard2-91,Second,Magnemite,['Lightning'],Pokémon,['Basic'],50.0,['Magneton'],Common,Magnetic Bomb,31.73951305368143,"Magnemite, Magneton, Magnezone"
ecard2-92,Second,Mankey,['Fighting'],Pokémon,['Basic'],40.0,['Primeape'],Common,Mug|Rage,10.0,"Mankey, Primeape"
ecard2-93,Second,Mareep,['Lightning'],Pokémon,['Basic'],40.0,['Flaaffy'],Common,Charge|Tail Slap,20.0,"Mareep, Flaaffy, Ampharos"
ecard2-94,Second,Miltank,['Colorless'],Pokémon,['Basic'],60.0,,Common,Tackle|Continuous Tumble,20.0,Miltank
ecard2-95,Second,Mr. Mime,['Psychic'],Pokémon,['Basic'],50.0,,Common,Mind Shock,20.0,Mr. Mime
ecard2-96,Second,Nidoran ♂,['Grass'],Pokémon,['Basic'],50.0,['Nidorino'],Common,Poison Horn|Scratch,20.0,"Nidoran ♂, Nidorino, Nidoking"
ecard2-97,Second,Oddish,['Grass'],Pokémon,['Basic'],50.0,['Gloom'],Common,Stun Spore|Ram,20.0,"Oddish, Gloom, Vileplume, Bellossom"
ecard2-98,Second,Onix,['Fighting'],Pokémon,['Basic'],60.0,['Steelix'],Common,Crush,31.73951305368143,"Onix, Steelix"
ecard2-99,Second,Paras,['Grass'],Pokémon,['Basic'],50.0,['Parasect'],Common,Spore|Spore Evolution,31.73951305368143,"Paras, Parasect"
ecard2-100,Second,Phanpy,['Fighting'],Pokémon,['Basic'],40.0,['Donphan'],Common,Flail|Rollout,20.0,"Phanpy, Donphan"
ecard2-101,Second,Pinsir,['Grass'],Pokémon,['Basic'],60.0,,Common,Horn Grab|Super Slice,55.0,Pinsir
ecard2-102,Second,Ponyta,['Fire'],Pokémon,['Basic'],40.0,['Rapidash'],Common,Tackle|Ember,20.0,"Ponyta, Rapidash"
ecard2-103,Second,Porygon,['Colorless'],Pokémon,['Basic'],40.0,['Porygon2'],Common,Data Sort|Peck,10.0,"Porygon, Porygon2, Porygon-Z"
ecard2-104,Second,Psyduck,['Water'],Pokémon,['Basic'],50.0,['Golduck'],Common,Headbutt|Scratch,15.0,"Psyduck, Golduck"
ecard2-105,Second,Remoraid,['Water'],Pokémon,['Basic'],50.0,['Octillery'],Common,Splatter,31.73951305368143,"Remoraid, Octillery"
ecard2-106,Second,Scyther,['Grass'],Pokémon,['Basic'],50.0,['Scizor'],Common,Slash|Swift,15.0,"Scyther, Scizor, Kleavor"
ecard2-107,Second,Sentret,['Colorless'],Pokémon,['Basic'],50.0,['Furret'],Common,Spy|Double Scratch,31.73951305368143,"Sentret, Furret"
ecard2-108,Second,Slowpoke,['Water'],Pokémon,['Basic'],50.0,"['Slowbro', 'Slowking']",Common,Fishing Tail|Bite,20.0,"Slowpoke, Slowbro, Slowking"
ecard2-109,Second,Smeargle,['Colorless'],Pokémon,['Basic'],60.0,,Common,Paint Trick|Doublslap,31.73951305368143,Smeargle
ecard2-110,Second,Sneasel,['Darkness'],Pokémon,['Basic'],60.0,['Weavile'],Common,Rob|Claw,30.0,"Sneasel, Weavile"
ecard2-111,Second,Spinarak,['Grass'],Pokémon,['Basic'],40.0,['Ariados'],Common,Sharp Stinger,31.73951305368143,"Spinarak, Ariados"
ecard2-112,Second,Tangela,['Grass'],Pokémon,['Basic'],60.0,['Tangrowth'],Common,Tickling Vines|Double Kick,10.0,"Tangela, Tangrowth"
ecard2-113,Second,Tentacool,['Water'],Pokémon,['Basic'],50.0,['Tentacruel'],Common,Poison Sting|Recover,31.73951305368143,"Tentacool, Tentacruel"
ecard2-114,Second,Togepi,['Colorless'],Pokémon,['Basic'],40.0,['Togetic'],Common,Minor Errand-Running|Pound,10.0,"Togepi, Togetic, Togekiss"
ecard2-115,Second,Voltorb,['Lightning'],Pokémon,['Basic'],40.0,['Electrode'],Common,Swift,20.0,"Voltorb, Electrode"
ecard2-116,Second,Vulpix,['Fire'],Pokémon,['Basic'],50.0,['Ninetales'],Common,Collect Fire,10.0,"Vulpix, Ninetales"
ecard2-117,Second,Wooper,['Water'],Pokémon,['Basic'],40.0,['Quagsire'],Common,Bubble|Wave Splash,15.0,"Wooper, Quagsire"
ecard2-H1,Second,Ampharos,['Lightning'],Pokémon,['Stage 2'],100.0,,Rare Holo,Thundershock|Reflect Energy,35.0,
ecard2-H10,Second,Exeggutor,['Grass'],Pokémon,['Stage 1'],80.0,,Rare Holo,Super Eggsplosion|Called Shot,31.73951305368143,
ecard2-H11,Second,Houndoom,['Darkness'],Pokémon,['Stage 1'],70.0,,Rare Holo,Fireworks|Dark Impact,35.0,
ecard2-H12,Second,Hypno,['Psychic'],Pokémon,['Stage 1'],80.0,,Rare Holo,Spiral Aura,30.0,
ecard2-H13,Second,Jumpluff,['Grass'],Pokémon,['Stage 2'],70.0,,Rare Holo,Cotton Punch,31.73951305368143,
ecard2-H14,Second,Kingdra,['Water'],Pokémon,['Stage 2'],120.0,,Rare Holo,Rapids,50.0,
ecard2-H15,Second,Lanturn,['Lightning'],Pokémon,['Stage 1'],80.0,,Rare Holo,Electric Tackle,31.73951305368143,
ecard2-H16,Second,Magneton,['Metal'],Pokémon,['Stage 1'],70.0,['Magnezone'],Rare Holo,Steel Wave,30.0,
ecard2-H17,Second,Muk,['Grass'],Pokémon,['Stage 1'],70.0,,Rare Holo,Burning Sludge,10.0,
ecard2-H18,Second,Nidoking,['Fighting'],Pokémon,['Stage 2'],110.0,,Rare Holo,Giant Horn,31.73951305368143,
ecard2-H19,Second,Ninetales,['Fire'],Pokémon,['Stage 1'],80.0,,Rare Holo,Miracle Tail|Roasting Heat,10.0,
ecard2-H2,Second,Arcanine,['Fire'],Pokémon,['Stage 1'],90.0,,Rare Holo,Fire Blow,31.73951305368143,
ecard2-H20,Second,Octillery,['Water'],Pokémon,['Stage 1'],80.0,,Rare Holo,Smokescreen,40.0,
ecard2-H21,Second,Scizor,['Metal'],Pokémon,['Stage 1'],80.0,,Rare Holo,Snatch|Heavy Metal,20.0,
ecard2-H22,Second,Slowking,['Psychic'],Pokémon,['Stage 1'],80.0,,Rare Holo,Bursting Hand|Shuffle Attack,40.0,
ecard2-H23,Second,Steelix,['Metal'],Pokémon,['Stage 1'],100.0,,Rare Holo,Earth Rift|Iron Smash,10.0,
ecard2-H24,Second,Sudowoodo,['Fighting'],Pokémon,['Basic'],60.0,,Rare Holo,Copy|Energy Draw,31.73951305368143,Sudowoodo
ecard2-H25,Second,Suicune,['Water'],Pokémon,['Basic'],70.0,,Rare Holo,Hypno Wave,31.73951305368143,Suicune
ecard2-H26,Second,Tentacruel,['Water'],Pokémon,['Stage 1'],70.0,,Rare Holo,Poison Sting,20.0,
ecard2-H27,Second,Togetic,['Colorless'],Pokémon,['Stage 1'],60.0,['Togekiss'],Rare Holo,Mini-Metronome,31.73951305368143,
ecard2-H28,Second,Tyranitar,['Darkness'],Pokémon,['Stage 2'],120.0,,Rare Holo,Destructive Roar|Tail Slap|Gigacrush,45.0,
ecard2-H29,Second,Umbreon,['Darkness'],Pokémon,['Stage 1'],80.0,,Rare Holo,Shadow Bind,30.0,
ecard2-H3,Second,Ariados,['Grass'],Pokémon,['Stage 1'],70.0,,Rare Holo,Spider Force,31.73951305368143,
ecard2-H30,Second,Victreebel,['Grass'],Pokémon,['Stage 2'],90.0,,Rare Holo,Corrosive Acid,40.0,
ecard2-H31,Second,Vileplume,['Grass'],Pokémon,['Stage 2'],100.0,,Rare Holo,Poison Scent|Addictive Pollen,40.0,
ecard2-H32,Second,Zapdos,['Lightning'],Pokémon,['Basic'],80.0,,Rare Holo,Plasma|Lightning Storm,35.0,Zapdos
ecard2-H4,Second,Azumarill,['Water'],Pokémon,['Stage 1'],70.0,,Rare Holo,Aqua Sonic,40.0,
ecard2-H5,Second,Bellossom,['Grass'],Pokémon,['Stage 2'],90.0,,Rare Holo,Knife Leaf,31.73951305368143,
ecard2-H6,Second,Blissey,['Colorless'],Pokémon,['Stage 1'],120.0,,Rare Holo,Smash Bomber,50.0,
ecard2-H7,Second,Electrode,['Lightning'],Pokémon,['Stage 1'],70.0,,Rare Holo,Swift,30.0,
ecard2-H8,Second,Entei,['Fire'],Pokémon,['Basic'],70.0,,Rare Holo,Burning Fang,40.0,Entei
ecard2-H9,Second,Espeon,['Psychic'],Pokémon,['Stage 1'],80.0,,Rare Holo,Damage Blast,31.73951305368143,
ecard3-1,Second,Aerodactyl,['Fighting'],Pokémon,['Stage 1'],70.0,,Rare,Rising Lunge,31.73951305368143,
ecard3-2,Second,Alakazam,['Psychic'],Pokémon,['Stage 2'],100.0,,Rare,Psychic,31.73951305368143,
ecard3-3,Second,Arcanine,['Fire'],Pokémon,['Stage 1'],80.0,,Rare,Shake|White Flames,40.0,
ecard3-4,Second,Articuno,['Water'],Pokémon,['Basic'],80.0,,Rare,Freeze Solid|Ice Cyclone,30.0,Articuno
ecard3-5,Second,Beedrill,['Grass'],Pokémon,['Stage 2'],80.0,,Rare,Needle Rush,31.73951305368143,
ecard3-6,Second,Crobat,['Grass'],Pokémon,['Stage 2'],90.0,,Rare,Double Cross,31.73951305368143,
ecard3-7,Second,Dewgong,['Water'],Pokémon,['Stage 1'],80.0,,Rare,Freeze Lock|Crushing Ice,20.0,
ecard3-8,Second,Flareon,['Fire'],Pokémon,['Stage 1'],70.0,,Rare,Singe|Burn Booster,31.73951305368143,
ecard3-9,Second,Forretress,['Metal'],Pokémon,['Stage 1'],70.0,,Rare,Spinning Blow|Scatterbomb,40.0,
ecard3-10,Second,Gengar,['Psychic'],Pokémon,['Stage 2'],100.0,,Rare,Hydrokinesis,40.0,
ecard3-11,Second,Gyarados,['Water'],Pokémon,['Stage 1'],90.0,,Rare,Dragon's Vengeance,50.0,
ecard3-12,Second,Houndoom,['Darkness'],Pokémon,['Stage 1'],70.0,,Rare,Ambush|Lonely Fang,31.73951305368143,
ecard3-13,Second,Jolteon,['Lightning'],Pokémon,['Stage 1'],70.0,,Rare,Thundershock|Thunderspark,25.0,
ecard3-14,Second,Kabutops,['Fighting'],Pokémon,['Stage 2'],90.0,,Rare,Dual Cut,31.73951305368143,
ecard3-15,Second,Ledian,['Grass'],Pokémon,['Stage 1'],70.0,,Rare,Pollen Shield|Swift,30.0,
ecard3-16,Second,Machamp,['Fighting'],Pokémon,['Stage 2'],120.0,,Rare,Drag Off|Hurricane Punch,20.0,
ecard3-17,Second,Magcargo,['Fire'],Pokémon,['Stage 1'],80.0,,Rare,Eruption|Fire Stream,60.0,
ecard3-18,Second,Magcargo,['Fighting'],Pokémon,['Stage 1'],80.0,,Rare,Crushing Lava,31.73951305368143,
ecard3-19,Second,Magneton,['Lightning'],Pokémon,['Stage 1'],80.0,['Magnezone'],Rare,Electric Blast,40.0,
ecard3-20,Second,Magneton,['Metal'],Pokémon,['Stage 1'],70.0,['Magnezone'],Rare,Bounce Off|Magnetic Wave,20.0,
ecard3-21,Second,Moltres,['Fire'],Pokémon,['Basic'],80.0,,Rare,Collect Fire|Burning Tail,35.0,Moltres
ecard3-22,Second,Nidoqueen,['Grass'],Pokémon,['Stage 2'],110.0,,Rare,Double Claw,31.73951305368143,
ecard3-23,Second,Omastar,['Water'],Pokémon,['Stage 2'],90.0,,Rare,Spook,50.0,
ecard3-24,Second,Piloswine,['Water'],Pokémon,['Stage 1'],90.0,['Mamoswine'],Rare,Freezing Breath|Trample,30.0,
ecard3-25,Second,Politoed,['Water'],Pokémon,['Stage 2'],110.0,,Rare,Sudden Growth|Frog Hop|Energy Splash,70.0,
ecard3-26,Second,Poliwrath,['Fighting'],Pokémon,['Stage 2'],110.0,,Rare,Spiral Punch,31.73951305368143,
ecard3-27,Second,Raichu,['Lightning'],Pokémon,['Stage 1'],80.0,,Rare,Zzzap|Lightning Storm,50.0,
ecard3-28,Second,Raikou,['Lightning'],Pokémon,['Basic'],70.0,,Rare,Lightning Sphere,31.73951305368143,Raikou
ecard3-29,Second,Rhydon,['Fighting'],Pokémon,['Stage 1'],90.0,['Rhyperior'],Rare,Stomp|Giant Tail,100.0,
ecard3-30,Second,Starmie,['Psychic'],Pokémon,['Stage 1'],80.0,,Rare,Energy Burst|Star Back,40.0,
ecard3-31,Second,Steelix,['Metal'],Pokémon,['Stage 1'],100.0,,Rare,Squeeze|Metal Tail,40.0,
ecard3-32,Second,Umbreon,['Darkness'],Pokémon,['Stage 1'],70.0,,Rare,Sharp Claws,31.73951305368143,
ecard3-33,Second,Vaporeon,['Water'],Pokémon,['Stage 1'],70.0,,Rare,Hypnosplash|Aqua Trick,25.0,
ecard3-34,Second,Wigglytuff,['Colorless'],Pokémon,['Stage 1'],70.0,,Rare,Do the Wave,31.73951305368143,
ecard3-35,Second,Xatu,['Psychic'],Pokémon,['Stage 1'],80.0,,Rare,Warp Hole,30.0,
ecard3-36,Second,Electrode,['Lightning'],Pokémon,['Stage 1'],70.0,,Uncommon,Plasma|Selfdestruct,60.0,
ecard3-37,Second,Kabuto,['Fighting'],Pokémon,['Stage 1'],50.0,['Kabutops'],Uncommon,Scratch,30.0,
ecard3-38,Second,Machoke,['Fighting'],Pokémon,['Stage 1'],80.0,['Machamp'],Uncommon,Focus Energy|Mega Punch,40.0,
ecard3-39,Second,Misdreavus,['Psychic'],Pokémon,['Basic'],50.0,['Mismagius'],Uncommon,Hypnoblast|Gift of Spite,10.0,"Misdreavus, Mismagius"
ecard3-40,Second,Noctowl,['Colorless'],Pokémon,['Stage 1'],70.0,,Uncommon,Triple Smash,31.73951305368143,
ecard3-41,Second,Omanyte,['Water'],Pokémon,['Stage 1'],60.0,['Omastar'],Uncommon,Water of Evolution|Drag Off,20.0,
ecard3-42,Second,Persian,['Colorless'],Pokémon,['Stage 1'],70.0,,Uncommon,Surprise Slash|Lunge,35.0,
ecard3-43,Second,Piloswine,['Fighting'],Pokémon,['Stage 1'],80.0,['Mamoswine'],Uncommon,Impaling Tusk|Continuous Charge,40.0,
ecard3-44,Second,Starmie,['Water'],Pokémon,['Stage 1'],70.0,,Uncommon,Water Gun|Core Blast,31.73951305368143,
ecard3-45,Second,Wobbuffet,['Psychic'],Pokémon,['Basic'],70.0,,Uncommon,Return Attack,31.73951305368143,Wobbuffet
ecard3-46,Second,Abra,['Psychic'],Pokémon,['Basic'],40.0,['Kadabra'],Common,Headbutt,20.0,"Abra, Kadabra, Alakazam"
ecard3-47,Second,Buried Fossil,['Colorless'],Pokémon,['Basic'],30.0,,Common,,31.73951305368143,Buried Fossil
ecard3-49,Second,Delibird,['Water'],Pokémon,['Basic'],50.0,,Common,Limited Delivery|Kick Away,20.0,Delibird
ecard3-50,Second,Diglett,['Fighting'],Pokémon,['Basic'],40.0,['Dugtrio'],Common,Burrow,10.0,"Diglett, Dugtrio"
ecard3-51,Second,Ditto,['Colorless'],Pokémon,['Basic'],50.0,,Common,Copy,31.73951305368143,Ditto
ecard3-52,Second,Dugtrio,['Fighting'],Pokémon,['Stage 1'],70.0,,Common,Burrow|Dig Under,20.0,
ecard3-53,Second,Dunsparce,['Colorless'],Pokémon,['Basic'],40.0,,Common,Tail Shake,10.0,Dunsparce
ecard3-54,Second,Eevee,['Colorless'],Pokémon,['Basic'],50.0,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",Common,Smash Kick|Take Down,20.0,"Eevee, Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon"
ecard3-55,Second,Farfetch'd,['Colorless'],Pokémon,['Basic'],50.0,"[""Sirfetch'd""]",Common,Whirlwind|Leek Rush,31.73951305368143,"Farfetch'd, Sirfetch'd"
ecard3-56,Second,Forretress,['Grass'],Pokémon,['Stage 1'],70.0,,Common,Shell Rupture|Double Spin,31.73951305368143,
ecard3-57,Second,Gastly,['Psychic'],Pokémon,['Basic'],50.0,['Haunter'],Common,Haunt,31.73951305368143,"Gastly, Haunter, Gengar"
ecard3-58,Second,Girafarig,['Psychic'],Pokémon,['Basic'],60.0,,Common,Energy Patch|Syncroblast,40.0,Girafarig
ecard3-59,Second,Gligar,['Fighting'],Pokémon,['Basic'],60.0,['Gliscor'],Common,Irongrip|Sharp Stinger,10.0,"Gligar, Gliscor"
ecard3-60,Second,Golbat,['Grass'],Pokémon,['Stage 1'],70.0,['Crobat'],Common,Poison Sound Wave|Strength in Numbers,31.73951305368143,
ecard3-61,Second,Granbull,['Colorless'],Pokémon,['Stage 1'],80.0,,Common,Fling|Mega Punch,35.0,
ecard3-62,Second,Growlithe,['Fire'],Pokémon,['Basic'],50.0,['Arcanine'],Common,Flare|Double Kick,10.0,"Growlithe, Arcanine"
ecard3-63,Second,Haunter,['Psychic'],Pokémon,['Stage 1'],70.0,['Gengar'],Common,Confuse Ray|Shadow Hand,20.0,
ecard3-64,Second,Heracross,['Grass'],Pokémon,['Basic'],60.0,,Common,Slash|Angry Horn,25.0,Heracross
ecard3-65,Second,Hoothoot,['Colorless'],Pokémon,['Basic'],40.0,['Noctowl'],Common,Hypnosis|Eerie Light,31.73951305368143,"Hoothoot, Noctowl"
ecard3-66,Second,Houndour,['Fire'],Pokémon,['Basic'],50.0,['Houndoom'],Common,Retaliate|Fireworks,20.0,"Houndour, Houndoom"
ecard3-68,Second,Jigglypuff,['Colorless'],Pokémon,['Basic'],50.0,['Wigglytuff'],Common,Nap|Lullaby,10.0,"Jigglypuff, Wigglytuff"
ecard3-69,Second,Kadabra,['Psychic'],Pokémon,['Stage 1'],70.0,['Alakazam'],Common,Nightmare|Mind Shock,25.0,
ecard3-70,Second,Kakuna,['Grass'],Pokémon,['Stage 1'],70.0,['Beedrill'],Common,Poisonpowder,31.73951305368143,
ecard3-71,Second,Lapras,['Water'],Pokémon,['Basic'],60.0,,Common,Assist|Hypnoblast,30.0,Lapras
ecard3-72,Second,Ledyba,['Grass'],Pokémon,['Basic'],40.0,['Ledian'],Common,Teary Eyes|Quick Turn,31.73951305368143,"Ledyba, Ledian"
ecard3-73,Second,Ledyba,['Grass'],Pokémon,['Basic'],50.0,['Ledian'],Common,Gnaw|Slam,10.0,"Ledyba, Ledian"
ecard3-74,Second,Machop,['Fighting'],Pokémon,['Basic'],50.0,['Machoke'],Common,Smash Punch|Fling,20.0,"Machop, Machoke, Machamp"
ecard3-75,Second,Magikarp,['Water'],Pokémon,['Basic'],30.0,['Gyarados'],Common,Signs of Evolution|Splash,10.0,"Magikarp, Gyarados"
ecard3-76,Second,Magnemite,['Lightning'],Pokémon,['Basic'],40.0,['Magneton'],Common,Thunder Wave|Magnetic Lines,10.0,"Magnemite, Magneton, Magnezone"
